2024-08-21 02:38:48,657 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-21 02:39:26,995 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-21 02:45:40,725 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-22 10:29:26,287 - pyswarms.single.global_best - INFO - Optimization finished | best cost: -0.53020035176997, best pos: [0.62855766 0.28119172 2.56791061 4.04327493]
2024-08-23 03:31:57,493 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,565 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,565 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,577 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,579 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,582 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:51:07,913 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:51:45,939 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:53:47,675 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 04:28:03,716 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 04:43:09,391 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-23 04:44:45,195 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-23 12:19:48,495 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-24 05:35:37,124 - pyswarms.single.global_best - INFO - Optimize for 50 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-24 21:54:28,063 - pyswarms.single.global_best - INFO - Optimization finished | best cost: -0.2777424922609053, best pos: [0.42301378 0.23264959 3.41333121 3.04283981]
2024-08-24 22:49:30,188 - pyswarms.single.global_best - INFO - Optimize for 50 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
